# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = logistic_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = /Users/dveen5/Library/R/4.0/library/cmdstanr/logistic.data.json
# init = 2 (Default)
# random
#   seed = 793963399
# output
#   file = /var/folders/l_/g3sbvqqs3fjbln3tv95bwtbc0000gp/T/RtmpjnRyRe/logistic-202012301656-1-33579a.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,beta.3,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100
-70.2514,0.577425,0.769992,2,3,0,70.4431,0.738625,-1.15054,0.353706,0.54947,-0.282765,-0.350942,-0.0787,-0.95702,-1.5489,-0.799287,-0.69421,-0.571927,-0.896992,-0.2004,-0.378492,-0.940514,-0.426698,-0.0478033,-0.127598,-0.293325,-1.85351,-0.540118,-0.164691,-0.0157059,-0.222801,-0.799138,-0.568634,-0.0668842,-0.57745,-2.00914,-0.435799,-0.366162,-1.39766,-1.01117,-0.768398,-0.328435,-0.354443,-0.0398743,-0.707316,-0.412543,-0.222772,-0.720249,-0.0227961,-0.705835,-0.795625,-1.00832,-0.159659,-1.68677,-0.103377,-0.60298,-0.455525,-0.220859,-0.243415,-1.99011,-0.16597,-1.27685,-0.572617,-0.0855889,-0.336684,-0.519929,-0.412955,-0.420594,-1.52274,-1.49257,-0.342205,-1.90751,-0.152857,-0.568112,-1.40717,-0.312042,-0.227413,-0.745949,-0.32093,-0.936844,-0.505727,-0.24307,-1.1936,-1.6104,-2.42725,-0.0814728,-0.976525,-0.180736,-0.319199,-0.512064,-0.165711,-0.120747,-0.191707,-0.120275,-0.0292163,-1.25574,-0.981662,-0.503844,-1.22218,-0.433589,-0.337045,-1.89787,-1.72394,-0.138278,-0.51591,-2.11022,-0.367589,-0.565388,-0.60063,-0.194655
-65.2474,0.986601,0.769992,3,7,0,70.8967,0.139971,-0.64793,-0.178562,0.330955,-0.576348,-0.448207,-0.538989,-0.485531,-0.801278,-0.844894,-0.550058,-0.402761,-0.857564,-0.727919,-0.509487,-0.666473,-0.4522,-0.365391,-0.442948,-0.42461,-1.25365,-0.587449,-0.333755,-0.165389,-0.37646,-0.74024,-0.425527,-0.2113,-0.441001,-1.35521,-0.522862,-0.555019,-0.569548,-0.761238,-0.7161,-0.606829,-0.397252,-0.10912,-0.435014,-0.377463,-0.7762,-0.321352,-0.239603,-0.771415,-0.793006,-0.956933,-0.263319,-0.962825,-0.397138,-0.559463,-0.372877,-0.406765,-0.454766,-1.25085,-0.33637,-0.774064,-0.611159,-0.371089,-0.414949,-0.317637,-0.731197,-1.10231,-1.2519,-0.86828,-0.594389,-0.992427,-0.232602,-0.776443,-1.14068,-0.686368,-0.373571,-0.834116,-0.56362,-0.6201,-0.414725,-0.358986,-1.33808,-0.771544,-1.21993,-0.417682,-0.702667,-0.42779,-0.796276,-0.609357,-0.181891,-0.281499,-0.450256,-0.405472,-0.19634,-0.971553,-0.732378,-0.506914,-1.11548,-0.246099,-0.348444,-0.997956,-0.708299,-0.413342,-0.55975,-1.21173,-0.49424,-1.20547,-0.602844,-0.439334
-67.5381,0.76234,0.769992,2,3,0,68.6851,0.34247,-0.601203,-0.650146,1.29738,-0.620314,-0.22056,-0.738833,-0.188243,-1.49406,-0.327775,-0.590118,-0.10355,-0.533176,-1.18709,-0.08778,-0.131588,-0.890776,-0.580961,-0.173247,-0.142447,-1.87767,-0.388971,-0.151787,-0.0721265,-0.0779821,-0.381128,-0.174151,-0.0715577,-0.298865,-1.43594,-0.111837,-0.397434,-0.573783,-0.606874,-0.238479,-0.298526,-0.293891,-0.0154441,-0.584091,-0.229496,-0.923732,-0.112148,-0.160349,-0.66704,-1.64549,-1.04046,-0.728591,-1.17296,-0.474052,-0.44875,-0.105735,-0.286495,-0.223748,-0.959236,-0.280848,-0.637248,-0.192798,-0.572337,-0.22425,-0.206618,-0.773851,-1.06905,-1.72714,-0.824371,-0.640259,-0.356609,-0.0237605,-1.01226,-3.55787,-0.424963,-0.196661,-1.35421,-0.379502,-0.62015,-0.762538,-0.521683,-2.116,-0.844902,-0.55304,-0.505678,-0.945485,-0.812208,-1.06794,-0.302738,-0.0541361,-0.0787133,-0.30783,-0.204351,-0.0820786,-1.52631,-0.74265,-1.14963,-1.8077,-0.113965,-0.298377,-2.00663,-0.397954,-0.302405,-0.215832,-1.80498,-0.420335,-1.16529,-0.687319,-0.45724
-65.7438,1,0.769992,2,7,0,67.6533,0.567593,-0.742219,-0.101599,0.271026,-0.390772,-0.617637,-0.322362,-0.731401,-1.03039,-0.712272,-0.72978,-0.325937,-0.699246,-0.466774,-0.419711,-1.02129,-0.548434,-0.200468,-0.308942,-0.31843,-1.5853,-0.442149,-0.228907,-0.0923542,-0.287545,-0.601221,-0.330065,-0.13631,-0.612477,-1.76942,-0.42762,-0.400124,-0.804545,-0.605348,-0.60199,-0.454439,-0.531437,-0.072412,-0.574435,-0.271846,-0.526712,-0.492423,-0.133868,-0.59028,-0.953302,-0.74932,-0.144233,-1.28022,-0.239928,-0.754403,-0.555659,-0.27608,-0.325367,-1.69748,-0.216604,-1.06999,-0.498198,-0.213317,-0.568072,-0.22946,-0.522124,-0.833327,-1.00985,-1.18496,-0.409776,-1.46532,-0.180765,-0.967571,-1.27044,-0.506272,-0.260447,-1.02526,-0.405493,-0.470107,-0.516439,-0.438645,-1.04124,-1.06088,-1.75684,-0.248642,-0.915238,-0.25514,-0.546654,-0.84154,-0.259089,-0.388695,-0.305711,-0.272599,-0.116177,-0.740091,-0.978146,-0.606321,-0.852997,-0.357624,-0.460983,-1.2581,-1.04968,-0.270298,-0.441209,-1.55876,-0.34662,-0.939354,-0.780947,-0.284542
-67.9144,0.861664,0.769992,2,3,0,68.5365,0.401394,-0.932041,-0.0811113,0.0260354,-0.410116,-0.643683,-0.350377,-0.737019,-0.735339,-1.07058,-0.604875,-0.406071,-0.919211,-0.486031,-0.694752,-1.37953,-0.34086,-0.177342,-0.439845,-0.415762,-1.50469,-0.50815,-0.257941,-0.0986904,-0.423284,-0.792278,-0.367474,-0.148802,-0.537073,-1.92549,-0.664093,-0.459507,-0.619247,-0.680938,-0.882895,-0.624557,-0.457527,-0.0792883,-0.380647,-0.260532,-0.639569,-0.429265,-0.143877,-0.688703,-0.714004,-0.849846,-0.0700749,-1.18394,-0.225237,-0.709286,-0.59596,-0.287775,-0.401383,-1.95269,-0.198252,-1.05533,-0.720916,-0.17811,-0.556528,-0.186731,-0.59466,-1.17321,-1.10158,-1.15473,-0.425877,-1.82478,-0.27227,-0.91921,-0.765412,-0.693863,-0.284588,-0.892648,-0.488141,-0.440192,-0.307238,-0.293915,-1.14014,-0.916741,-2.15857,-0.246539,-0.7584,-0.1893,-0.611929,-0.965151,-0.214613,-0.432383,-0.347616,-0.344923,-0.127138,-0.695548,-0.915546,-0.366267,-0.848866,-0.264845,-0.352931,-0.930189,-1.04618,-0.299235,-0.587738,-1.42918,-0.351053,-1.32144,-0.679813,-0.273527
-65.8683,1,0.769992,2,3,0,69.1871,0.250656,-0.556805,0.0861334,0.340655,-0.513254,-0.444913,-0.325702,-0.674832,-1.0081,-0.753965,-0.634569,-0.586274,-0.81638,-0.486776,-0.500276,-0.668838,-0.531738,-0.25867,-0.344111,-0.461949,-1.16228,-0.635242,-0.368024,-0.137892,-0.397996,-0.754237,-0.604943,-0.243001,-0.553713,-1.19262,-0.537048,-0.545966,-0.874477,-0.860197,-0.719989,-0.51724,-0.451732,-0.172851,-0.630106,-0.538255,-0.496321,-0.56233,-0.172515,-0.74547,-0.749909,-0.905457,-0.401499,-1.0444,-0.33967,-0.587748,-0.465958,-0.433463,-0.44526,-1.14558,-0.384823,-0.857219,-0.624114,-0.320345,-0.436053,-0.579677,-0.610443,-0.650332,-1.15672,-0.949471,-0.553199,-1.03903,-0.31082,-0.623504,-1.09028,-0.524061,-0.425092,-0.718515,-0.518506,-0.823122,-0.558447,-0.404473,-1.06213,-0.982112,-1.24457,-0.313981,-0.773524,-0.436937,-0.573682,-0.538598,-0.286926,-0.267696,-0.41614,-0.338444,-0.178489,-1.0297,-0.763445,-0.584697,-1.04276,-0.447456,-0.439769,-1.16769,-0.967762,-0.366527,-0.599485,-1.24053,-0.544799,-0.736994,-0.607845,-0.429727
-67.6038,0.829663,0.769992,2,3,0,68.4226,0.10858,-0.641562,0.248429,0.635828,-0.562893,-0.246961,-0.232389,-0.580235,-1.21571,-0.761909,-0.5413,-0.783209,-0.955649,-0.447918,-0.435106,-0.380069,-0.487087,-0.206004,-0.24646,-0.47786,-1.11443,-0.790463,-0.378762,-0.0804839,-0.354819,-0.893196,-0.85297,-0.216323,-0.441808,-1.01397,-0.514157,-0.614511,-1.03573,-1.20525,-0.782235,-0.473992,-0.308756,-0.154705,-0.670466,-0.784731,-0.406806,-0.532156,-0.102792,-0.915851,-0.672903,-1.17824,-0.738848,-1.04843,-0.327153,-0.423183,-0.29606,-0.489412,-0.443321,-0.934174,-0.458858,-0.756532,-0.657898,-0.3222,-0.257753,-1.02083,-0.65888,-0.496981,-1.5967,-0.884119,-0.641659,-0.819437,-0.27815,-0.395494,-1.31173,-0.452477,-0.479883,-0.546481,-0.538011,-1.31952,-0.571035,-0.29947,-1.33436,-1.07095,-1.06322,-0.264114,-0.717647,-0.575095,-0.562468,-0.289052,-0.184136,-0.104691,-0.409267,-0.270235,-0.121432,-1.57731,-0.635084,-0.56664,-1.48199,-0.417009,-0.334757,-1.42964,-0.99837,-0.339112,-0.67147,-1.31565,-0.691941,-0.599941,-0.458524,-0.483357
-68.7319,0.866409,0.769992,2,3,0,71.6772,0.633999,-0.414112,-0.867213,0.608661,-0.498447,-0.732307,-1.08914,-0.32614,-1.03371,-0.343414,-0.820352,-0.0616501,-0.377658,-1.19272,-0.146887,-0.547711,-1.00115,-0.755909,-0.354771,-0.151126,-1.90439,-0.245067,-0.158449,-0.218633,-0.121621,-0.269284,-0.0850207,-0.106387,-0.527557,-1.81675,-0.147839,-0.314887,-0.422306,-0.265168,-0.218274,-0.3729,-0.652632,-0.0268394,-0.542797,-0.102387,-1.13528,-0.166391,-0.411007,-0.419061,-1.77749,-0.563075,-0.194113,-1.16304,-0.482759,-0.863131,-0.342685,-0.230819,-0.242057,-1.42067,-0.201139,-0.862051,-0.193025,-0.526277,-0.669903,-0.0541012,-0.63574,-1.44733,-0.824842,-0.977872,-0.460187,-0.713619,-0.0418559,-1.79527,-2.66638,-0.561139,-0.164854,-1.84055,-0.357525,-0.184739,-0.735557,-0.868917,-1.3225,-0.732115,-0.887403,-0.634091,-1.0739,-0.452642,-1.00397,-0.99265,-0.17708,-0.54617,-0.325143,-0.332442,-0.191389,-0.553804,-1.05241,-1.15467,-0.838152,-0.169267,-0.549711,-1.35994,-0.426484,-0.355194,-0.184528,-1.57924,-0.253278,-1.45214,-1.10567,-0.35544
-67.3054,0.880978,0.769992,2,3,0,71.2544,0.701665,-0.276161,-0.446822,1.00937,-0.471681,-0.443716,-0.528337,-0.410057,-1.70422,-0.223733,-0.906692,-0.125925,-0.354053,-0.770128,-0.0901383,-0.25284,-1.29982,-0.499374,-0.1631,-0.151178,-1.75645,-0.319811,-0.175568,-0.113602,-0.0938118,-0.281663,-0.191447,-0.11049,-0.590519,-1.33184,-0.111159,-0.326156,-0.927793,-0.438258,-0.187099,-0.235778,-0.591074,-0.0406711,-0.99867,-0.253432,-0.577011,-0.331071,-0.190078,-0.459217,-1.77347,-0.649089,-0.769137,-1.30197,-0.419355,-0.720053,-0.278796,-0.279769,-0.2123,-0.970914,-0.298877,-0.858963,-0.166866,-0.508326,-0.466844,-0.260435,-0.523802,-0.565939,-1.00378,-1.012,-0.484629,-0.485027,-0.0430459,-1.17064,-3.24672,-0.300124,-0.211695,-1.47065,-0.306439,-0.501183,-1.20978,-0.928372,-1.20454,-1.10157,-0.631875,-0.425629,-1.20244,-0.686795,-0.677321,-0.497221,-0.219697,-0.229677,-0.278052,-0.198115,-0.121292,-0.988432,-0.974352,-1.5245,-1.1066,-0.367748,-0.634527,-2.04613,-0.641933,-0.280267,-0.193356,-1.74032,-0.367298,-0.599464,-0.96773,-0.402574
-65.9055,0.950297,0.769992,3,7,0,69.3853,0.370902,-1.01411,-0.250148,0.36187,-0.446373,-0.458507,-0.411571,-0.502702,-0.858256,-0.936105,-0.547916,-0.277736,-0.895723,-0.635527,-0.46096,-0.915559,-0.364583,-0.206351,-0.344847,-0.309095,-1.71407,-0.477715,-0.199134,-0.0671821,-0.272643,-0.722036,-0.286347,-0.0976869,-0.410271,-1.99342,-0.463888,-0.438523,-0.551932,-0.698278,-0.724793,-0.547251,-0.350696,-0.0361519,-0.352352,-0.222085,-0.747593,-0.256883,-0.118213,-0.725282,-0.870984,-0.981418,-0.0940775,-1.2222,-0.240073,-0.596142,-0.355779,-0.260259,-0.3345,-1.86351,-0.182946,-0.948256,-0.567281,-0.205204,-0.397882,-0.157304,-0.663499,-1.31952,-1.40737,-1.09611,-0.465461,-1.46814,-0.131594,-0.940662,-1.28836,-0.657857,-0.2332,-0.993958,-0.459191,-0.470915,-0.314272,-0.269936,-1.54429,-0.88575,-1.87132,-0.266451,-0.769377,-0.241692,-0.748443,-0.741411,-0.109028,-0.241245,-0.31729,-0.284449,-0.0878394,-0.925234,-0.860481,-0.4247,-1.15578,-0.160698,-0.273853,-1.1632,-0.843682,-0.275018,-0.476362,-1.61948,-0.346132,-1.49128,-0.6387,-0.282726
-66.3492,0.94587,0.769992,2,3,0,67.2494,0.298992,-0.172946,-0.314805,0.858707,-0.630195,-0.371736,-0.640718,-0.375441,-1.34942,-0.330697,-0.732619,-0.249472,-0.49064,-0.870505,-0.166832,-0.218404,-1.04744,-0.651407,-0.260977,-0.267513,-1.27063,-0.481045,-0.308708,-0.212504,-0.180286,-0.419772,-0.347783,-0.219815,-0.509809,-0.935048,-0.200878,-0.479481,-0.798641,-0.616229,-0.299671,-0.352199,-0.501708,-0.107568,-0.852472,-0.438902,-0.673547,-0.33732,-0.30629,-0.614381,-1.33018,-0.796123,-1.07577,-0.989933,-0.58385,-0.577435,-0.263909,-0.441234,-0.342609,-0.694086,-0.478821,-0.675113,-0.277493,-0.686389,-0.396735,-0.480193,-0.663518,-0.62389,-1.10884,-0.780881,-0.649046,-0.383482,-0.102944,-0.845991,-2.48321,-0.413307,-0.35958,-1.07453,-0.447891,-0.722512,-1.00742,-0.763569,-1.24212,-0.885417,-0.476558,-0.573082,-0.93634,-0.894466,-0.787724,-0.390825,-0.237295,-0.212186,-0.421578,-0.314321,-0.225984,-1.151,-0.752791,-1.21268,-1.21727,-0.377602,-0.552052,-1.58561,-0.548025,-0.423038,-0.319579,-1.29035,-0.546643,-0.652521,-0.752054,-0.577279
