# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = logistic_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = /Users/dveen5/Library/R/4.0/library/cmdstanr/logistic.data.json
# init = 2 (Default)
# random
#   seed = 1572087374
# output
#   file = /var/folders/l_/g3sbvqqs3fjbln3tv95bwtbc0000gp/T/RtmpjnRyRe/logistic-202012301656-2-33579a.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,beta.3,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100
-65.6864,0.936971,0.851642,2,3,0,67.2455,0.147509,-0.431241,-0.563406,0.697698,-0.681894,-0.395878,-0.954256,-0.273357,-0.935285,-0.514937,-0.580596,-0.178309,-0.619753,-1.1819,-0.238341,-0.314402,-0.712217,-0.740504,-0.396578,-0.273064,-1.39513,-0.461251,-0.274966,-0.22655,-0.206327,-0.487432,-0.237563,-0.178221,-0.378261,-1.2458,-0.258265,-0.50265,-0.444657,-0.566041,-0.390203,-0.493747,-0.405763,-0.0607998,-0.47673,-0.272912,-1.07716,-0.170025,-0.381852,-0.680848,-1.22366,-0.895969,-0.482435,-0.911874,-0.594408,-0.544061,-0.224809,-0.392227,-0.37431,-0.958683,-0.363285,-0.633528,-0.342724,-0.646089,-0.379236,-0.206623,-0.818675,-1.28655,-1.2619,-0.738809,-0.672514,-0.503305,-0.0903261,-1.03229,-2.13901,-0.64556,-0.306524,-1.16302,-0.518801,-0.493753,-0.587436,-0.544835,-1.60644,-0.653368,-0.651595,-0.67339,-0.786277,-0.699068,-1.08013,-0.518677,-0.128616,-0.240681,-0.457957,-0.402563,-0.228759,-1.03086,-0.720864,-0.841169,-1.27479,-0.166417,-0.373878,-1.21212,-0.405463,-0.465422,-0.345337,-1.25957,-0.46831,-1.33578,-0.702202,-0.53336
-65.7815,0.86428,0.851642,2,3,0,67.2777,0.401587,-1.06348,-0.209579,0.466534,-0.431983,-0.400811,-0.34997,-0.496781,-0.961091,-0.901845,-0.545013,-0.282929,-0.903356,-0.592558,-0.410672,-0.823353,-0.369643,-0.176346,-0.288242,-0.287727,-1.7828,-0.48315,-0.182689,-0.0499403,-0.240049,-0.725873,-0.299185,-0.0834661,-0.396258,-2.01633,-0.426293,-0.426864,-0.612288,-0.749015,-0.706765,-0.502051,-0.322737,-0.029958,-0.374238,-0.233536,-0.678734,-0.258213,-0.0902371,-0.740066,-0.890604,-1.03078,-0.106656,-1.28539,-0.218238,-0.56534,-0.3184,-0.249251,-0.309022,-1.86446,-0.176798,-0.959036,-0.542845,-0.188554,-0.352137,-0.178923,-0.64742,-1.21315,-1.52007,-1.1273,-0.459684,-1.44709,-0.11272,-0.881236,-1.43796,-0.599002,-0.222171,-0.974641,-0.435624,-0.532727,-0.329287,-0.254002,-1.61727,-0.955134,-1.88459,-0.233117,-0.789841,-0.245492,-0.713981,-0.656166,-0.0948545,-0.186258,-0.292026,-0.243959,-0.0689049,-1.03898,-0.856718,-0.440155,-1.25945,-0.159383,-0.258769,-1.30563,-0.890477,-0.247122,-0.462807,-1.72793,-0.349533,-1.39867,-0.616232,-0.271757
-66.7407,0.935417,0.851642,2,3,0,68.2192,0.598505,-0.536187,0.0693186,0.250558,-0.386613,-0.651378,-0.259966,-0.89327,-1.16201,-0.608472,-0.824504,-0.443895,-0.633118,-0.372421,-0.416002,-0.960639,-0.679257,-0.200165,-0.286544,-0.363218,-1.38508,-0.478022,-0.28487,-0.117097,-0.324909,-0.583628,-0.447474,-0.193228,-0.744758,-1.46283,-0.436986,-0.415715,-1.04469,-0.637058,-0.572811,-0.414346,-0.631906,-0.14021,-0.783531,-0.388857,-0.393753,-0.745393,-0.144294,-0.562906,-0.9304,-0.677668,-0.25913,-1.25742,-0.257805,-0.796603,-0.673937,-0.326828,-0.34852,-1.43303,-0.284235,-1.08637,-0.496459,-0.238503,-0.631466,-0.400524,-0.465415,-0.534138,-0.859624,-1.17682,-0.413264,-1.34139,-0.256731,-0.84528,-1.20986,-0.422148,-0.323091,-0.927762,-0.401325,-0.58369,-0.69917,-0.55197,-0.796404,-1.17589,-1.55067,-0.243947,-0.967596,-0.308395,-0.44043,-0.779973,-0.428616,-0.437151,-0.322495,-0.27383,-0.147794,-0.735565,-0.981788,-0.730258,-0.758175,-0.601284,-0.603059,-1.31788,-1.19107,-0.285631,-0.467279,-1.4445,-0.402044,-0.602709,-0.807302,-0.320139
-68.0268,0.903686,0.851642,3,7,0,69.2254,0.199427,-1.0917,-0.7176,0.956071,-0.595365,-0.240743,-0.792553,-0.17861,-0.962329,-0.724401,-0.424933,-0.107746,-0.841896,-1.25311,-0.201174,-0.32094,-0.411737,-0.405778,-0.276438,-0.177375,-2.04814,-0.418335,-0.132885,-0.0508216,-0.119709,-0.581368,-0.149443,-0.0514739,-0.217139,-2.0427,-0.221072,-0.42886,-0.329549,-0.666583,-0.46655,-0.47949,-0.208105,-0.00867378,-0.258168,-0.146137,-1.23775,-0.0669182,-0.131185,-0.80591,-1.24517,-1.24805,-0.162177,-1.16061,-0.349103,-0.415061,-0.110147,-0.234602,-0.260596,-1.59412,-0.172366,-0.683165,-0.343257,-0.350262,-0.208765,-0.0879424,-0.904146,-1.9293,-2.02054,-0.881912,-0.604188,-0.767675,-0.0306753,-1.08041,-2.57392,-0.703441,-0.167141,-1.26493,-0.453833,-0.455912,-0.302377,-0.245448,-2.51975,-0.681803,-1.17979,-0.424249,-0.738761,-0.430803,-1.2525,-0.452537,-0.0269116,-0.0873318,-0.312203,-0.249367,-0.0617488,-1.38292,-0.723267,-0.55015,-1.84593,-0.0472645,-0.161789,-1.47819,-0.405618,-0.288702,-0.307408,-1.83493,-0.344978,-2.11933,-0.573179,-0.345989
-65.9306,0.797438,0.851642,3,7,0,72.3053,0.477211,-0.799064,-0.137784,0.20435,-0.414162,-0.613902,-0.368283,-0.684585,-0.897082,-0.823866,-0.668452,-0.332887,-0.771463,-0.516543,-0.493719,-1.0871,-0.466672,-0.213141,-0.363396,-0.346287,-1.55181,-0.463388,-0.239946,-0.101053,-0.324818,-0.657551,-0.328402,-0.141613,-0.561805,-1.80673,-0.490481,-0.426645,-0.690718,-0.623327,-0.679619,-0.519346,-0.49297,-0.0719152,-0.479784,-0.260685,-0.609002,-0.427844,-0.149683,-0.630641,-0.878133,-0.794879,-0.115967,-1.21686,-0.250391,-0.723645,-0.537707,-0.284591,-0.354686,-1.75014,-0.214022,-1.03073,-0.560029,-0.216109,-0.551134,-0.202255,-0.568998,-1.00558,-1.06029,-1.14012,-0.429733,-1.51737,-0.198621,-0.96694,-1.11273,-0.587642,-0.268945,-0.992787,-0.442577,-0.4499,-0.425198,-0.383014,-1.1215,-0.966992,-1.82,-0.268697,-0.844206,-0.243319,-0.607214,-0.871254,-0.226673,-0.396375,-0.329695,-0.307779,-0.125796,-0.733536,-0.937952,-0.513975,-0.875225,-0.296404,-0.408554,-1.11834,-0.982449,-0.291957,-0.481746,-1.49153,-0.351536,-1.12505,-0.739167,-0.291428
-66.0541,0.990578,0.851642,3,7,0,67.4027,0.375599,-0.896528,0.057656,0.922613,-0.462109,-0.21454,-0.202428,-0.482333,-1.50686,-0.627873,-0.568328,-0.428738,-0.849434,-0.46355,-0.243474,-0.337008,-0.528711,-0.149775,-0.149203,-0.27362,-1.63639,-0.597419,-0.202475,-0.0313196,-0.175478,-0.7214,-0.517744,-0.0875871,-0.38977,-1.47905,-0.302995,-0.458226,-1.03548,-1.05052,-0.581199,-0.347165,-0.268134,-0.0388655,-0.646411,-0.478102,-0.408644,-0.360702,-0.0517631,-0.819521,-0.943657,-1.19141,-0.498695,-1.33639,-0.229574,-0.433637,-0.210609,-0.312345,-0.280566,-1.26533,-0.274929,-0.860379,-0.448138,-0.230175,-0.218348,-0.596455,-0.605035,-0.575882,-1.82407,-1.06202,-0.532951,-0.91068,-0.0953888,-0.534554,-2.09295,-0.369131,-0.278927,-0.769906,-0.400484,-1.09482,-0.577781,-0.281885,-1.66164,-1.21964,-1.28995,-0.192558,-0.856593,-0.45505,-0.574202,-0.292254,-0.0941804,-0.0677895,-0.27369,-0.163207,-0.050132,-1.66414,-0.744982,-0.661357,-1.67837,-0.262033,-0.278505,-1.90088,-1.00394,-0.220557,-0.453089,-1.82654,-0.502806,-0.716902,-0.517652,-0.34461
-65.525,1,0.851642,3,7,0,66.7022,0.0924902,-0.693663,-0.0735472,0.827543,-0.614877,-0.222026,-0.385514,-0.37215,-1.18721,-0.675625,-0.50229,-0.445634,-0.881053,-0.696428,-0.302488,-0.27591,-0.516595,-0.305859,-0.247109,-0.350554,-1.32372,-0.669981,-0.292488,-0.0789875,-0.240698,-0.754606,-0.542922,-0.152224,-0.34661,-1.16495,-0.360888,-0.568727,-0.762482,-1.03086,-0.613557,-0.457504,-0.269662,-0.0700333,-0.546717,-0.536539,-0.614541,-0.280632,-0.124938,-0.889941,-0.869976,-1.21438,-0.660043,-1.03929,-0.382242,-0.39929,-0.193977,-0.424712,-0.382169,-0.964959,-0.390707,-0.679272,-0.502946,-0.395979,-0.225134,-0.609096,-0.754108,-0.777637,-1.74999,-0.825505,-0.674825,-0.647062,-0.134564,-0.535619,-1.84892,-0.503303,-0.372767,-0.72617,-0.519225,-1.06181,-0.531477,-0.308562,-1.70795,-0.917022,-0.898166,-0.347487,-0.725525,-0.637959,-0.774785,-0.28748,-0.102037,-0.0878929,-0.396021,-0.26842,-0.109139,-1.61026,-0.630394,-0.631819,-1.66797,-0.226527,-0.276994,-1.49992,-0.705675,-0.345351,-0.514746,-1.42582,-0.607661,-0.902519,-0.485236,-0.487249
-66.3323,0.813391,0.851642,2,7,0,68.0458,0.577977,-0.274941,-0.494108,0.892108,-0.517513,-0.468316,-0.650502,-0.381884,-1.46554,-0.270993,-0.839615,-0.132643,-0.392543,-0.873872,-0.117207,-0.283811,-1.16895,-0.585611,-0.216774,-0.176886,-1.64576,-0.340901,-0.201304,-0.15362,-0.117912,-0.311909,-0.193977,-0.132575,-0.554326,-1.30164,-0.138064,-0.360871,-0.772889,-0.439526,-0.219367,-0.288411,-0.576069,-0.0488933,-0.856248,-0.249829,-0.695898,-0.291245,-0.253346,-0.489803,-1.64954,-0.669613,-0.67341,-1.18534,-0.473413,-0.703642,-0.285067,-0.306456,-0.248663,-0.965028,-0.316839,-0.805545,-0.197345,-0.557686,-0.48003,-0.2322,-0.581758,-0.717094,-0.996188,-0.938089,-0.521298,-0.491607,-0.0542027,-1.18372,-2.92631,-0.372128,-0.233922,-1.42441,-0.351039,-0.465246,-1.05216,-0.869875,-1.23983,-0.962584,-0.627582,-0.501392,-1.10127,-0.687007,-0.76646,-0.539809,-0.214414,-0.267935,-0.321963,-0.249358,-0.157466,-0.932443,-0.92413,-1.36327,-1.08157,-0.319409,-0.593663,-1.77904,-0.568065,-0.329348,-0.220119,-1.58154,-0.383237,-0.747279,-0.930215,-0.435411
-65.2592,0.969225,0.851642,3,7,0,67.6046,0.65388,-0.639493,-0.0802817,0.520262,-0.385104,-0.524535,-0.278816,-0.698857,-1.33136,-0.518242,-0.797299,-0.29854,-0.594745,-0.444754,-0.272152,-0.712416,-0.726068,-0.204037,-0.217022,-0.261683,-1.6427,-0.422951,-0.208671,-0.0751643,-0.206998,-0.511861,-0.33411,-0.121482,-0.632828,-1.62539,-0.299982,-0.371793,-0.991851,-0.613574,-0.45741,-0.34905,-0.536846,-0.0636999,-0.755676,-0.307856,-0.436108,-0.527493,-0.10988,-0.558443,-1.12614,-0.73863,-0.27319,-1.35804,-0.245678,-0.731915,-0.472172,-0.273761,-0.27661,-1.47706,-0.23786,-1.05395,-0.380117,-0.239138,-0.509722,-0.308935,-0.484784,-0.602098,-1.04653,-1.19258,-0.41306,-1.17801,-0.127456,-0.919159,-1.78061,-0.384494,-0.249317,-1.06994,-0.356075,-0.565836,-0.718619,-0.52977,-1.04471,-1.19502,-1.45447,-0.237302,-1.02133,-0.333031,-0.502472,-0.667221,-0.259892,-0.28751,-0.275157,-0.214918,-0.0967103,-0.878963,-0.986229,-0.825482,-0.950476,-0.423644,-0.51352,-1.59601,-1.06047,-0.243902,-0.365875,-1.6856,-0.363903,-0.687842,-0.807458,-0.298787
-65.4177,0.906905,0.851642,3,7,0,66.9006,0.158529,-0.577008,-0.575423,0.670258,-0.652767,-0.387954,-0.910514,-0.270351,-0.889538,-0.592157,-0.547218,-0.171012,-0.678187,-1.16284,-0.260642,-0.368368,-0.609994,-0.638797,-0.396333,-0.266189,-1.49677,-0.455857,-0.246348,-0.178522,-0.204816,-0.523269,-0.22164,-0.146949,-0.35119,-1.42019,-0.277401,-0.491017,-0.412169,-0.580193,-0.434479,-0.515387,-0.368844,-0.0453832,-0.408886,-0.238805,-1.10739,-0.15062,-0.320457,-0.70288,-1.1782,-0.944326,-0.340662,-0.953416,-0.523567,-0.533171,-0.217351,-0.355165,-0.361643,-1.12336,-0.308422,-0.66101,-0.368651,-0.549369,-0.360421,-0.168058,-0.827983,-1.43673,-1.35558,-0.778381,-0.645415,-0.60961,-0.0836782,-1.05136,-2.05179,-0.682672,-0.277401,-1.16665,-0.514329,-0.465339,-0.489585,-0.458492,-1.72058,-0.653277,-0.80819,-0.60612,-0.765322,-0.591529,-1.09473,-0.548849,-0.102746,-0.22394,-0.431107,-0.383451,-0.186421,-1.03519,-0.73128,-0.729174,-1.31603,-0.134741,-0.322594,-1.19191,-0.423511,-0.429016,-0.355376,-1.33923,-0.434287,-1.51185,-0.67901,-0.479185
-65.0082,0.993836,0.851642,3,7,0,65.7736,0.572956,-0.785484,-0.0528091,0.540135,-0.394537,-0.445743,-0.258871,-0.651874,-1.27187,-0.622736,-0.707048,-0.33051,-0.701252,-0.4466,-0.308084,-0.707715,-0.590526,-0.173465,-0.216928,-0.275786,-1.66913,-0.4637,-0.20286,-0.0578421,-0.21655,-0.596948,-0.363437,-0.107038,-0.549102,-1.70297,-0.339795,-0.394078,-0.93515,-0.709319,-0.542967,-0.379256,-0.441933,-0.0524018,-0.646551,-0.317095,-0.453624,-0.459763,-0.0886849,-0.630505,-1.01815,-0.854805,-0.233607,-1.3559,-0.225181,-0.651704,-0.408162,-0.271443,-0.284997,-1.56089,-0.224398,-1.02748,-0.436956,-0.211669,-0.425893,-0.315779,-0.521884,-0.682988,-1.23708,-1.18246,-0.429402,-1.25443,-0.127174,-0.830375,-1.67811,-0.417613,-0.248862,-0.981317,-0.376464,-0.630103,-0.58766,-0.407013,-1.21204,-1.17057,-1.58908,-0.21549,-0.945464,-0.310013,-0.530068,-0.605625,-0.19,-0.218248,-0.274292,-0.208874,-0.0792567,-1.00254,-0.929286,-0.684388,-1.0896,-0.339389,-0.411607,-1.56918,-1.0648,-0.234981,-0.409453,-1.72349,-0.377056,-0.798494,-0.71458,-0.290469
